,player,player_id,season,team,conference,ATT,COMPLETIONS,INT,PCT,TD,YDS,YPA
641,Cade McConnell,5088893.0,2023,UTEP,Conference USA,172,92,4,0.535,6,1437,8.4
4001,Sheriron Jones,3915379.0,2018,New Mexico,Mountain West,188,102,12,0.543,13,1432,7.6
4005,Shuler Bentley,3123209.0,2015,Old Dominion,Conference USA,269,140,6,0.52,12,1432,5.3
2525,Jordan McCloud,4360890.0,2019,South Florida,American Athletic,224,124,8,0.554,12,1429,6.4
248,Austin Allen,547206.0,2017,Arkansas,SEC,187,105,5,0.561,10,1427,7.6
3021,Lucas Johnson,4037293.0,2021,San Diego State,Mountain West,223,138,4,0.619,12,1424,6.4
1587,Fred Payton,4361033.0,2019,Coastal Carolina,Sun Belt,188,119,7,0.633,12,1421,7.6
2069,Jake Bentley,4038809.0,2016,South Carolina,SEC,190,125,4,0.658,9,1420,7.5
1635,Gavin Hardison,4575668.0,2020,UTEP,Conference USA,199,108,5,0.543,5,1419,7.1
38,AJ Swann,5081405.0,2023,Vanderbilt,SEC,196,106,7,0.541,12,1418,7.2
364,Billy Bahl,3915317.0,2015,Miami (OH),Mid-American,221,99,13,0.448,8,1416,6.4
31,AJ Bush,3116087.0,2018,Illinois,Big Ten,217,117,10,0.539,6,1413,6.5
4703,Zion Turner,4685697.0,2022,Connecticut,FBS Independents,258,149,10,0.578,9,1408,5.5
570,Brooks Haack,531678.0,2015,Louisiana,Sun Belt,201,123,7,0.612,5,1407,7.0
3964,Shane Buechele,4039034.0,2017,Texas,Big 12,213,137,4,0.643,7,1405,6.6
4135,Tanner Morgan,4240756.0,2018,Minnesota,Big Ten,153,89,6,0.582,9,1401,9.2
4598,Will Worth,551208.0,2016,Navy,American Athletic,117,72,3,0.615,8,1397,11.9
4012,Skylar John Thompson,4036419.0,2018,Kansas State,Big 12,209,123,4,0.589,10,1396,6.7
3262,Max Gilliam,4035856.0,2018,UNLV,Mountain West,226,124,8,0.549,14,1394,6.2
3313,Michael Penix Jr.,4360423.0,2019,Indiana,Big Ten,160,110,4,0.688,10,1394,8.7
980,Collin Hill,4036357.0,2020,South Carolina,SEC,211,124,6,0.588,6,1393,6.6
2493,Jon Wassink,3916726.0,2017,Western Michigan,Mid-American,193,124,4,0.642,14,1391,7.2
978,Collin Hill,4036357.0,2018,Colorado State,Mountain West,202,119,7,0.589,7,1387,6.9
2513,Jordan Davis,3124912.0,2017,Louisiana,Sun Belt,215,122,8,0.567,10,1386,6.4
4139,Tanner Morgan,4240756.0,2022,Minnesota,Big Ten,160,107,5,0.669,9,1382,8.6
2232,Jarret Doege,4244029.0,2017,Bowling Green,Mid-American,188,120,3,0.638,12,1381,7.3
2619,Justin Holman,551184.0,2015,UCF,American Athletic,250,127,14,0.508,7,1379,5.5
2348,Jeff Undercuffler,4366715.0,2023,Akron,Mid-American,224,138,9,0.616,4,1378,6.2
3942,Seth Boomer,4244601.0,2018,Tulsa,American Athletic,198,101,4,0.51,9,1378,7.0
4551,Wes Lunt,534652.0,2016,Illinois,Big Ten,232,127,3,0.547,8,1376,5.9
2764,Kellen Mond,4240904.0,2017,Texas A&M,SEC,227,117,6,0.515,8,1375,6.1
3839,Ryan Metz,3124698.0,2016,UTEP,Conference USA,201,130,4,0.647,14,1375,6.8
4137,Tanner Morgan,4240756.0,2020,Minnesota,Big Ten,183,106,5,0.579,7,1374,7.5
182,Anthony Brown,4035312.0,2017,Boston College,ACC,258,134,9,0.519,11,1367,5.3
3793,Ross Bowers,3858269.0,2020,Northern Illinois,Mid-American,212,123,2,0.58,10,1365,6.4
3190,Matt Corral,4362874.0,2019,Ole Miss,SEC,178,105,3,0.59,6,1362,7.7
3034,Luke Del Rio,546362.0,2016,Florida,SEC,201,114,8,0.567,8,1358,6.8
1767,Hasaan Klugh,3139889.0,2016,Charlotte,Conference USA,224,120,3,0.536,10,1356,6.1
1117,Dallas Davis,3125259.0,2017,South Alabama,Sun Belt,175,100,7,0.571,8,1355,7.7
1121,Dalton Sturm,3124037.0,2015,UT San Antonio,Conference USA,212,125,7,0.59,13,1354,6.4
2286,Jaxson Dart,4689114.0,2021,USC,Pac-12,189,117,5,0.619,9,1353,7.2
442,Brandon Dawkins,3133993.0,2016,Arizona,Pac-12,182,98,6,0.538,8,1348,7.4
1596,Gardner Minshew,4038524.0,2016,East Carolina,American Athletic,202,119,4,0.589,8,1347,6.7
2636,Justin Thomas,531104.0,2015,Georgia Tech,ACC,180,75,8,0.417,13,1345,7.5
1793,Hendon Hooker,4240858.0,2020,Virginia Tech,ACC,149,97,5,0.651,9,1344,9.0
852,Chazz Surratt,4037521.0,2017,North Carolina,ACC,183,107,3,0.585,8,1342,7.3
2526,Jordan McCloud,4360890.0,2020,South Florida,American Athletic,194,120,2,0.619,9,1341,6.9
160,Andrew Ford,3116772.0,2018,UMass,FBS Independents,174,112,5,0.644,9,1340,7.7
794,Chandler Rogers,4570554.0,2022,Louisiana Monroe,Sun Belt,178,118,4,0.663,9,1337,7.5
2172,James Blackman,4240020.0,2021,Arkansas State,Sun Belt,184,109,4,0.592,8,1334,7.3
1429,Drew Lock,3924327.0,2015,Missouri,SEC,263,129,8,0.49,4,1332,5.1
2681,Kai Locksley,4362029.0,2019,UTEP,Conference USA,181,103,5,0.569,6,1329,7.3
3988,Shawn Stankavage,3122170.0,2018,Rice,Conference USA,218,124,9,0.569,10,1328,6.1
3985,Shawn Robinson,4241784.0,2018,TCU,Big 12,203,123,8,0.606,9,1326,6.5
2919,Kyle Vantrease,4239714.0,2020,Buffalo,Mid-American,153,95,3,0.621,7,1323,8.6
818,Chase Cunningham,4291782.0,2021,Middle Tennessee,Conference USA,176,110,3,0.625,16,1318,7.5
1366,Donald Hammond III,4382332.0,2019,Air Force,Mountain West,111,56,6,0.505,13,1316,11.9
3251,Max Bortenschlager,4036215.0,2017,Maryland,Big Ten,233,121,5,0.519,10,1313,5.6
509,Brendon Lewis,4429149.0,2023,Nevada,Mountain West,236,131,6,0.555,2,1313,5.6
796,Chandler Rogers,4887223.0,2021,Louisiana Monroe,Sun Belt,179,112,3,0.626,9,1311,7.3
4488,Tyler Vander Waal,4240351.0,2018,Wyoming,Mountain West,247,120,4,0.486,5,1310,5.3
1671,Glen Cuiellette,3126243.0,2016,Tulane,American Athletic,237,101,8,0.426,10,1309,5.5
886,Chris Reynolds,4259269.0,2020,Charlotte,Conference USA,175,96,2,0.549,8,1305,7.5
4475,Tyler Shough,4360689.0,2022,Texas Tech,Big 12,177,106,4,0.599,7,1304,7.4
4401,Ty Gangi,3122611.0,2016,Nevada,Mountain West,172,99,6,0.576,8,1301,7.6
295,Aveon Smith,4576189.0,2022,Miami (OH),Mid-American,217,108,5,0.498,11,1299,6.0
1516,Eric Dungey,3916447.0,2015,Syracuse,ACC,176,105,5,0.597,11,1298,7.4
2630,Justin McMillan,3843247.0,2018,Tulane,American Athletic,153,78,4,0.51,10,1294,8.5
2454,John Paddock,4361636.0,2023,Illinois,Big Ten,142,85,3,0.599,9,1294,9.1
1801,Henry Colombi,4259219.0,2021,Texas Tech,Big 12,148,95,5,0.642,5,1291,8.7
1718,Gresch Jensen,4027860.0,2019,Texas State,Sun Belt,206,129,6,0.626,5,1291,6.3
2415,Joel Lanning,545382.0,2016,Iowa State,Big 12,169,99,3,0.586,9,1290,7.6
3145,Marcus McMaryion,3127332.0,2016,Oregon State,Pac-12,170,101,5,0.594,10,1286,7.6
1984,Jack Salopek,4430699.0,2022,Western Michigan,Mid-American,212,104,11,0.491,7,1285,6.1
2654,K.J. Costello,4044431.0,2020,Mississippi State,SEC,209,134,11,0.641,6,1283,6.1
2259,Jason Bean,4360900.0,2022,Kansas,Big 12,136,87,4,0.64,14,1280,9.4
2808,Kent Myers,3125353.0,2017,Utah State,Mountain West,197,124,7,0.629,8,1278,6.5
4671,Zack Annexstad,4360936.0,2018,Minnesota,Big Ten,187,97,7,0.519,9,1277,6.8
2581,Josh Jackson,4037603.0,2019,Maryland,Big Ten,207,98,6,0.473,12,1274,6.2
37,AJ Swann,5081405.0,2022,Vanderbilt,SEC,198,115,2,0.581,10,1274,6.4
2335,Jeff George Jr.,3861927.0,2017,Illinois,Big Ten,181,94,10,0.519,7,1273,7.0
2248,Jarrett Stidham,3892775.0,2015,Baylor,Big 12,109,75,2,0.688,12,1265,11.6
1322,Devin Leary,4361653.0,2022,NC State,ACC,193,118,4,0.611,11,1265,6.6
4358,Trexler Ivey,4689585.0,2023,Charlotte,American Athletic,203,112,10,0.552,4,1263,6.2
104,Alex Hornibrook,3886609.0,2016,Wisconsin,Big Ten,181,106,7,0.586,9,1262,7.0
4648,Zach Gibson,4568336.0,2021,Akron,Mid-American,157,109,0,0.694,10,1262,8.0
68,Adrian Martinez,4361182.0,2022,Kansas State,Big 12,184,118,1,0.641,6,1261,6.9
2188,James Morgan,3914395.0,2017,Bowling Green,Mid-American,212,96,7,0.453,9,1260,5.9
1063,D'Eriq King,4039300.0,2017,Houston,American Athletic,139,90,2,0.647,7,1260,9.1
251,Austin Appleby,534770.0,2015,Purdue,Big Ten,207,119,8,0.575,8,1260,6.1
1507,Emmett Morehead,4683501.0,2022,Boston College,ACC,192,115,6,0.599,10,1254,6.5
3687,Quinton Maxwell,3920819.0,2016,Ohio,Mid-American,162,90,4,0.556,8,1252,7.7
3614,Peyton Ramsey,4045290.0,2017,Indiana,Big Ten,205,134,5,0.654,10,1252,6.1
2258,Jason Bean,4360900.0,2021,Kansas,Big 12,181,102,6,0.564,6,1252,6.9
4177,Taylor Powell,4241193.0,2021,Troy,Sun Belt,189,125,6,0.661,7,1251,6.6
3537,Noah Vedral,4243539.0,2020,Rutgers,Big Ten,217,133,7,0.613,9,1251,5.8
184,Anthony Brown,4035312.0,2019,Boston College,ACC,137,81,2,0.591,9,1250,9.1
2414,Joel Lanning,545382.0,2015,Iowa State,Big 12,193,107,4,0.554,10,1247,6.5
2386,Jiya Wright,4895117.0,2023,Louisiana Monroe,Sun Belt,204,107,8,0.525,10,1246,6.1
309,Bart Houston,534813.0,2016,Wisconsin,Big Ten,141,96,3,0.681,5,1245,8.8
1684,Grant Gunnell,4427351.0,2019,Arizona,Pac-12,155,101,1,0.652,9,1239,8.0
1678,Graham Mertz,4426335.0,2020,Wisconsin,Big Ten,193,118,5,0.611,9,1238,6.4
1626,Garrett Smith,3124944.0,2016,Louisiana Monroe,Sun Belt,179,103,7,0.575,9,1237,6.9
1923,JT Daniels,4374303.0,2020,Georgia,SEC,119,80,2,0.672,10,1231,10.3
3077,Mack Leftwich,546104.0,2015,UTEP,Conference USA,192,105,3,0.547,9,1228,6.4
3013,Lowell Narcisse,4242203.0,2019,UT San Antonio,Conference USA,201,107,5,0.532,8,1226,6.1
1071,D'Wan Mathis,4427914.0,2021,Temple,American Athletic,195,116,4,0.595,6,1223,6.3
4701,Zeon Chriss,4870518.0,2023,Louisiana,Sun Belt,153,102,5,0.667,11,1222,8.0
2382,Jett Duffey,4043136.0,2018,Texas Tech,Big 12,154,104,6,0.675,8,1221,7.9
1930,JT Shrout,4369839.0,2022,Colorado,Pac-12,203,90,8,0.443,7,1220,6.0
1789,Haynes King,4428993.0,2022,Texas A&M,SEC,187,104,6,0.556,7,1220,6.5
1319,Devin Leary,4361653.0,2019,NC State,ACC,210,101,5,0.481,8,1219,5.8
2785,Ken Seals,4431375.0,2023,Vanderbilt,SEC,179,106,4,0.592,11,1218,6.8
4056,Steven Krajewski,4362140.0,2021,Connecticut,FBS Independents,231,122,10,0.528,7,1217,5.3
1264,Dennis Grosel,4239939.0,2021,Boston College,ACC,192,111,7,0.578,6,1216,6.3
1109,Dakota Prukop,533805.0,2016,Oregon,Pac-12,143,94,2,0.657,8,1214,8.5
2369,Jerrod Heard,3125121.0,2015,Texas,Big 12,159,92,5,0.579,5,1214,7.6
193,Anthony Maddie,532644.0,2016,Northern Illinois,Mid-American,176,105,5,0.597,8,1213,6.9
1951,Jack Abraham,4040407.0,2020,Southern Mississippi,Conference USA,147,95,4,0.646,7,1207,8.2
3432,Nate Romine,554528.0,2016,Air Force,Mountain West,108,45,4,0.417,10,1206,11.2
4572,Will Grier,559556.0,2015,Florida,SEC,161,106,3,0.658,10,1204,7.5
2756,Keenan Reynolds,530568.0,2015,Navy,American Athletic,115,61,1,0.53,8,1203,10.5
2813,Keon Howard,4050370.0,2017,Southern Mississippi,Conference USA,170,96,5,0.565,8,1199,7.1
2918,Kyle Vantrease,4239714.0,2019,Buffalo,Mid-American,172,101,2,0.587,8,1193,6.9
3081,Maddux Madsen,4870513.0,2023,Boise State,Mountain West,132,81,3,0.614,9,1191,9.0
4206,Terry Wilson,4038940.0,2020,Kentucky,SEC,197,123,4,0.624,7,1191,6.0
1748,Haaziq Daniels,4693814.0,2021,Air Force,Mountain West,104,52,3,0.5,7,1184,11.4
1452,Dustin Crum,4244068.0,2020,Kent State,Mid-American,113,83,2,0.735,12,1181,10.5
2035,Jacob Park,559568.0,2017,Iowa State,Big 12,162,100,5,0.617,9,1181,7.3
2784,Ken Seals,4431375.0,2021,Vanderbilt,SEC,224,127,8,0.567,5,1181,5.3
1378,Donovan Smith,4690977.0,2021,Texas Tech,Big 12,139,85,2,0.612,7,1181,8.5
910,Christian Veilleux,4432612.0,2023,Pittsburgh,ACC,184,94,8,0.511,7,1179,6.4
4576,Will Howard,4429955.0,2020,Kansas State,Big 12,168,90,10,0.536,8,1178,7.0
4440,Tyler Hilinski,3883655.0,2017,Washington State,Pac-12,179,130,7,0.726,7,1176,6.6
4045,Stetson Bennett,4259553.0,2020,Georgia,SEC,155,86,6,0.555,8,1176,7.6
1392,Dorian Thompson-Robinson,4367178.0,2018,UCLA,Pac-12,159,95,4,0.597,6,1173,7.4
884,Chris Reynolds,4259269.0,2018,Charlotte,Conference USA,154,100,2,0.649,6,1173,7.6
459,Brandon Peters,4036262.0,2021,Illinois,Big Ten,169,91,4,0.538,7,1170,6.9
1621,Garrett Shrader,4426966.0,2019,Mississippi State,SEC,153,88,5,0.575,8,1170,7.6
3938,Sean White,3121585.0,2015,Auburn,SEC,143,83,4,0.58,1,1166,8.2
2180,James Graham,4360578.0,2019,Georgia Tech,ACC,193,87,7,0.451,12,1164,6.0
4664,Zach Wilcke,4808719.0,2022,Southern Mississippi,Sun Belt,176,101,9,0.574,9,1163,6.6
2268,Jason Shelley,4243258.0,2018,Utah,Pac-12,168,98,6,0.583,5,1162,6.9
4482,Tyler Stewart,536228.0,2016,Nevada,Mountain West,174,110,3,0.632,9,1161,6.7
4491,Tyler Vitt,4362667.0,2018,Texas State,Sun Belt,191,116,10,0.607,7,1159,6.1
3814,Ryan Burns,546469.0,2016,Stanford,Pac-12,167,103,7,0.617,5,1158,6.9
230,Artur Sitkowski,4361530.0,2018,Rutgers,Big Ten,271,133,18,0.491,4,1157,4.3
501,Brenden Motley,530541.0,2015,Virginia Tech,ACC,164,92,7,0.561,11,1155,7.0
1208,David Washington,535113.0,2015,Old Dominion,Conference USA,161,94,3,0.584,8,1155,7.2
4287,Tommy Stevens,3791110.0,2019,Mississippi State,SEC,161,97,5,0.602,11,1155,7.2
365,Billy Bahl,3915317.0,2016,Miami (OH),Mid-American,125,69,4,0.552,8,1154,9.2
2887,Kyle Bolin,545559.0,2015,Louisville,ACC,137,78,6,0.569,7,1154,8.4
3510,Nick Starkel,4035225.0,2019,Arkansas,SEC,179,96,10,0.536,7,1152,6.4
1243,Deacon Hill,4565552.0,2023,Iowa,Big Ten,251,122,8,0.486,5,1152,4.6
1755,Hank Bachmeier,4426499.0,2020,Boise State,Mountain West,155,96,2,0.619,6,1150,7.4
712,Cardell Williams,4872721.0,2023,Tulsa,American Athletic,132,79,7,0.598,10,1149,8.7
424,Brady Olson,4683471.0,2021,UMass,FBS Independents,215,104,7,0.484,8,1145,5.3
1205,David Moore,4039354.0,2019,Central Michigan,Mid-American,164,94,4,0.573,5,1143,7.0
3053,Luke Skipper,4039664.0,2017,Tulsa,American Athletic,127,71,4,0.559,3,1141,9.0
1690,Grant Loy,4046743.0,2019,Bowling Green,Mid-American,203,115,11,0.567,6,1137,5.6
1533,Ethan Garbers,4429068.0,2023,UCLA,Pac-12,146,98,3,0.671,11,1136,7.8
489,Braylon Braxton,4600403.0,2022,Tulsa,American Athletic,164,92,2,0.561,10,1133,6.9
1650,George Bollas,3125858.0,2017,Kent State,Mid-American,182,88,12,0.484,4,1133,6.2
2257,Jason Bean,4360900.0,2020,North Texas,Conference USA,145,79,5,0.545,14,1131,7.8
94,Alec Morris,535754.0,2016,North Texas,Conference USA,185,105,7,0.568,9,1126,6.1
3925,Sean Chambers,4361690.0,2021,Wyoming,Mountain West,177,90,7,0.508,6,1125,6.4
2908,Kyle Postma,553532.0,2017,Houston,American Athletic,167,111,6,0.665,5,1125,6.7
1029,Conor Blount,4042803.0,2018,Oregon State,Pac-12,154,96,2,0.623,7,1124,7.3
785,Chandler Fields,4429595.0,2022,Louisiana,Sun Belt,183,106,4,0.579,11,1123,6.1
1394,Dorian Thompson-Robinson,4367178.0,2020,UCLA,Pac-12,138,90,4,0.652,12,1120,8.1
2312,Jayden de Laura,4697623.0,2023,Arizona,Pac-12,128,89,5,0.695,10,1120,8.8
321,Behren Morton,4431465.0,2022,Texas Tech,Big 12,169,96,6,0.568,7,1117,6.6
2341,Jeff Sims,4429066.0,2022,Georgia Tech,ACC,188,110,3,0.585,5,1115,5.9
2241,Jarrett Guarantano,4035167.0,2020,Tennessee,SEC,166,103,4,0.62,6,1112,6.7
737,Carter Stanley,3917957.0,2017,Kansas,Big 12,185,101,7,0.546,4,1108,6.0
1489,Eli Peters,4039495.0,2020,Toledo,Mid-American,129,88,2,0.682,9,1106,8.6
4124,Tanner Mangum,545796.0,2018,BYU,FBS Independents,186,114,4,0.613,5,1104,5.9
1199,David Blough,3116188.0,2017,Purdue,Big Ten,157,102,4,0.65,9,1103,7.0
3751,Riley Leonard,4683423.0,2023,Duke,ACC,165,95,3,0.576,3,1102,6.7
3899,Sam Noyer,4040880.0,2020,Colorado,Pac-12,160,88,7,0.55,6,1101,6.9
220,Arion Worthman,4038186.0,2017,Air Force,Mountain West,109,54,4,0.495,10,1100,10.1
3375,Mitchell Guadagni,3932903.0,2019,Toledo,Mid-American,122,79,2,0.648,8,1099,9.0
76,Aidan O'Connell,4260394.0,2019,Purdue,Big Ten,163,102,4,0.626,8,1099,6.7
2712,Katin Houser,4795295.0,2023,Michigan State,Big Ten,193,113,5,0.585,6,1098,5.7
977,Collin Hill,4036357.0,2016,Colorado State,Mountain West,129,75,2,0.581,8,1096,8.5
2693,Kaleb Eleby,4362230.0,2018,Western Michigan,Mid-American,147,92,3,0.626,4,1092,7.4
334,Ben Dinucci,3895785.0,2017,Pittsburgh,ACC,158,88,5,0.557,5,1091,6.9
3407,N'Kosi Perry,4240628.0,2018,Miami,ACC,191,97,6,0.508,13,1091,5.7
3769,Rocky Lombardi,4241965.0,2020,Michigan State,Big Ten,158,84,9,0.532,8,1090,6.9
3532,Noah Kim,4690158.0,2023,Michigan State,Big Ten,160,91,6,0.569,6,1090,6.8
2685,Kaidon Salter,4432803.0,2022,Liberty,FBS Independents,149,87,5,0.584,8,1086,7.3
3090,Malcolm Perry,4039436.0,2019,Navy,American Athletic,86,48,3,0.558,7,1084,12.6
2708,Kasim Hill,4241937.0,2018,Maryland,Big Ten,170,84,4,0.494,9,1083,6.4
2203,Jamie Newman,4037213.0,2018,Wake Forest,ACC,140,84,3,0.6,9,1083,7.7
2327,Jaylon Henderson,3914569.0,2019,Boise State,Mountain West,143,89,2,0.622,12,1080,7.6
4057,Steven Montez,3915436.0,2016,Colorado,Pac-12,140,83,5,0.593,9,1078,7.7
2404,Joe Milton,4360698.0,2020,Michigan,Big Ten,141,80,4,0.567,4,1077,7.6
3389,Montell Cozart,545417.0,2016,Kansas,Big 12,190,112,9,0.589,7,1075,5.7
2501,Jonathan Banks,3916103.0,2018,Tulane,American Athletic,139,72,2,0.518,5,1074,7.7
1662,Gerry Bohannon,4362915.0,2022,South Florida,American Athletic,160,91,6,0.569,6,1070,6.7
3264,Max Johnson,4685740.0,2020,LSU,SEC,150,88,1,0.587,8,1069,7.1
786,Chandler Fields,4429595.0,2023,Louisiana,Sun Belt,143,96,3,0.671,7,1069,7.5
797,Chandler Rogers,4887223.0,2022,Louisiana Monroe,Sun Belt,141,98,3,0.695,6,1066,7.6
1800,Henry Colombi,4259219.0,2020,Texas Tech,Big 12,166,109,4,0.657,8,1065,6.4
4249,Timmy McClain,4433969.0,2023,UCF,Big 12,102,64,3,0.627,9,1065,10.4
4267,Todd Porter,552969.0,2016,Eastern Michigan,Mid-American,142,87,9,0.613,7,1064,7.5
3962,Shai Werts,4036650.0,2020,Georgia Southern,Sun Belt,131,79,6,0.603,8,1063,8.1
3272,McCae Hillstead,4923285.0,2023,Utah State,Mountain West,158,94,8,0.595,11,1062,6.7
3296,Michael Collins,4034332.0,2018,TCU,Big 12,140,79,2,0.564,6,1058,7.6
4207,Terry Wilson,4038940.0,2021,New Mexico,Mountain West,174,101,4,0.58,7,1058,6.1
2538,Jordan Travis,4360799.0,2020,Florida State,ACC,131,72,6,0.55,6,1056,8.1
66,Adrian Martinez,4361182.0,2020,Nebraska,Big Ten,151,108,3,0.715,4,1055,7.0
4447,Tyler Johnston III,4239793.0,2018,UAB,Conference USA,116,67,8,0.578,8,1055,9.1
4272,Tom Stewart,3912536.0,2019,Rice,Conference USA,153,92,2,0.601,8,1054,6.9
2360,Jeremy Johnson,550019.0,2015,Auburn,SEC,157,95,7,0.605,10,1054,6.7
3374,Mitchell Guadagni,3932903.0,2018,Toledo,Mid-American,120,69,3,0.575,13,1053,8.8
3397,Myles Brennan,4242210.0,2020,LSU,SEC,124,74,3,0.597,11,1053,8.5
3107,Malik Rosier,3123047.0,2018,Miami,ACC,155,81,8,0.523,6,1052,6.8
2991,Logan Bonner,4036473.0,2019,Arkansas State,Sun Belt,153,91,1,0.595,10,1052,6.9
2027,Jacob Free,4242654.0,2020,Troy,Sun Belt,152,88,5,0.579,6,1051,6.9
3521,Nick Vattiato,4682518.0,2021,Middle Tennessee,Conference USA,171,115,6,0.673,7,1047,6.1
2938,Lamar Jordan,551028.0,2015,New Mexico,Mountain West,118,61,8,0.517,5,1045,8.9
3408,N'Kosi Perry,4240628.0,2019,Miami,ACC,159,85,3,0.535,8,1045,6.6
3344,Mike Wright,4433932.0,2021,Vanderbilt,SEC,175,93,6,0.531,8,1042,6.0
1411,Drew Anderson,4040826.0,2017,Buffalo,Mid-American,106,66,1,0.623,10,1039,9.8
956,Cole Kelley,4035584.0,2017,Arkansas,SEC,151,87,4,0.576,8,1038,6.9
4292,Tony Muskett,4775264.0,2023,Virginia,ACC,147,93,5,0.633,6,1031,7.0
2653,K.J. Costello,4044431.0,2019,Stanford,Pac-12,166,101,3,0.608,6,1028,6.2
3724,Rex Culpepper,4037121.0,2020,Syracuse,ACC,190,94,8,0.495,9,1028,5.4
2780,Kelvin Hopkins Jr.,4036923.0,2018,Army,FBS Independents,92,51,2,0.554,6,1026,11.2
4051,Steven Duncan,4037556.0,2018,Western Kentucky,Conference USA,183,105,7,0.574,9,1025,5.6
3337,Mike Glass III,4259127.0,2018,Eastern Michigan,Mid-American,117,72,1,0.615,9,1024,8.8
86,Alan Bowman,4362159.0,2019,Texas Tech,Big 12,154,101,3,0.656,6,1020,6.6
1994,Jack Turner,5092781.0,2023,Louisiana Tech,Conference USA,147,84,5,0.571,5,1017,6.9
2691,Kaleb Barker,4039910.0,2018,Troy,Sun Belt,127,92,3,0.724,10,1013,8.0
4155,Taulia Tagovailoa,4567097.0,2020,Maryland,Big Ten,122,75,7,0.615,7,1011,8.3
1101,DaMarcus Smith,3914500.0,2015,North Texas,Conference USA,212,99,5,0.467,8,1010,4.8
2854,Kilton Anderson,3124529.0,2018,Coastal Carolina,Sun Belt,131,76,3,0.58,8,1010,7.7
4075,Stone Smartt,4250764.0,2019,Old Dominion,Conference USA,177,101,6,0.571,1,1006,5.7
915,Chuckie Keeton,512806.0,2015,Utah State,Mountain West,199,104,7,0.523,4,1006,5.1
1706,Grayson Loftis,4915837.0,2023,Duke,ACC,163,91,4,0.558,8,1006,6.2
3598,Perry Hills,534317.0,2015,Maryland,Big Ten,180,90,13,0.5,8,1001,5.6
554,Brock Domann,4571339.0,2022,Louisville,ACC,144,79,6,0.549,4,998,6.9
2238,Jarrett Guarantano,4035167.0,2017,Tennessee,SEC,139,86,2,0.619,4,997,7.2
3257,Max Browne,546415.0,2017,Pittsburgh,ACC,135,96,2,0.711,5,997,7.4
1434,Drew Plitt,4039210.0,2018,Ball State,Mid-American,131,85,8,0.649,6,996,7.6
1911,J.T. Barrett,545624.0,2015,Ohio State,Big Ten,147,93,4,0.633,11,992,6.7
2971,Levi Williams,4428890.0,2021,Wyoming,Mountain West,120,72,5,0.6,9,990,8.3
2713,Kato Nelson,4038741.0,2017,Akron,Mid-American,140,70,2,0.5,8,989,7.1
1043,Cordale Grundy,4362984.0,2018,UT San Antonio,Conference USA,220,111,3,0.505,5,989,4.5
3960,Shai Werts,4036650.0,2018,Georgia Southern,Sun Belt,116,69,0,0.595,10,987,8.5
107,Alex Hornibrook,3886609.0,2019,Florida State,ACC,122,84,2,0.689,7,986,8.1
1262,Dennis Grosel,4239939.0,2019,Boston College,ACC,155,75,3,0.484,9,983,6.3
1004,Conner Weigman,4685574.0,2023,Texas A&M,SEC,119,82,2,0.689,8,979,8.2
1499,Elijah Sindelar,3791146.0,2019,Purdue,Big Ten,112,72,3,0.643,9,978,8.7
3835,Ryan Hilinski,4426657.0,2021,Northwestern,Big Ten,176,95,4,0.54,3,978,5.6
2640,Justin Tomlin,4361375.0,2021,Georgia Southern,Sun Belt,143,74,9,0.517,2,977,6.8
3037,Luke Doty,4429079.0,2021,South Carolina,SEC,143,86,3,0.601,5,975,6.8
4468,Tyler Rogers,3124981.0,2015,New Mexico State,Sun Belt,135,72,3,0.533,7,974,7.2
3345,Mike Wright,4433932.0,2022,Vanderbilt,SEC,148,85,4,0.574,12,974,6.6
2449,John O'Korn,545550.0,2017,Michigan,Big Ten,157,84,6,0.535,2,973,6.2
733,Carter Bradley,4362260.0,2021,Toledo,Mid-American,130,77,1,0.592,4,972,7.5
2406,Joe Milton,4360698.0,2022,Tennessee,SEC,82,53,0,0.646,10,971,11.8
3491,Nick Nash,4570242.0,2021,San José State,Mountain West,138,74,3,0.536,6,971,7.0
1972,Jack Milas,546005.0,2017,Ball State,Mid-American,207,110,8,0.531,2,970,4.7
600,Bryson Lucero,4427839.0,2020,UAB,Conference USA,146,79,8,0.541,7,969,6.6
2858,Kirk Francis,5151618.0,2023,Tulsa,American Athletic,121,68,3,0.562,6,967,8.0
1791,Heinrich Haarberg,4683263.0,2023,Nebraska,Big Ten,157,77,7,0.49,7,967,6.2
4365,Trey Lowe III,4362211.0,2022,Southern Mississippi,Sun Belt,118,62,2,0.525,5,965,8.2
2263,Jason Driskel,3122713.0,2015,Florida Atlantic,Conference USA,151,77,4,0.51,3,965,6.4
2770,Keller Chryst,3117245.0,2017,Stanford,Pac-12,144,78,4,0.542,8,962,6.7
736,Carter Stanley,3917957.0,2016,Kansas,Big 12,156,93,6,0.596,6,959,6.1
