player,player_id,position,Season,Draft Class,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,weighted_blocking_grade,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_rg,snap_counts_rt,snap_counts_te,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_run_block
Drew Kendall,143829,C,2023,2024,BOSTON COL,13,100,1,121,70.3,73.0,70.9,71.9,2,11,423,100,100,98.2,8,14,1,926,926,0,0,0,0,0,926,450,450,476
Bryce Benhart,98531,T,2023,2024,NEBRASKA,12,100,1,238,70.3,66.5,69.8,68.3,0,18,324,100,100,96,3,22,4,748,0,0,0,0,747,0,748,337,337,411
Reuben Unije,81675,T,2022,2024,HOUSTON,7,100,0,182,70.3,81.1,63.9,75.0,0,3,92,100,100,97.3,1,4,1,154,0,0,0,0,154,0,154,99,99,55
Joe Bissinger,99648,G,2022,2023,SMU,12,100,0,287,70.3,78.0,67.3,73.4,1,6,373,100,100,99.1,3,7,0,699,0,699,0,0,0,0,699,399,399,300
Hayden Howerton,60052,G,2021,2022,SMU,12,100,0,287,70.3,77.2,66.9,73.0,2,6,471,100,100,98.9,1,9,1,834,26,691,1,116,0,0,834,492,492,342
Lecitus Smith,61069,G,2021,2022,VA TECH,11,100,3,337,70.3,70.4,71.4,70.9,0,10,290,100,100,97.6,5,12,2,598,0,536,62,0,0,0,598,301,301,297
Ryan Swoboda,77576,T,2021,2023,VIRGINIA,11,99.5,1,335,70.3,67.9,70.4,68.6,2,25,549,99.3,99.3,96.6,1,32,5,783,0,0,0,1,776,6,787,581,585,202
Walker Hankinson,98475,T,2020,2021,LA TECH,5,100,0,208,70.3,69.6,66.9,68.4,1,4,141,100,100,96.1,0,8,3,272,0,0,32,0,240,0,272,151,151,121
Josh Rivas,59780,G,2020,2022,KANSAS ST,8,100,0,199,70.3,56.4,74.1,65.6,3,10,214,100,100,97,2,13,0,481,0,446,0,34,0,0,481,232,232,249
Corey Dublin,60142,G,2020,2022,TULANE,11,100,0,319,70.3,58.5,72.3,65.5,0,13,341,100,100,96.9,3,17,4,741,1,740,0,0,0,0,741,366,366,375
Dean Powell,81583,G,2020,2022,ARMY,9,100,0,114,70.3,25.2,74.1,65.2,0,1,46,100,100,98.9,2,1,0,276,20,24,0,232,0,0,276,50,50,226
Jovahn Fair,46125,G,2019,2020,TEMPLE,13,100,1,306,70.3,87.0,66.9,78.0,1,6,454,100,100,99,5,8,1,871,0,871,0,0,0,0,871,479,479,392
Liam Ryan,41618,T,2019,2022,WASH STATE,13,100,0,341,70.3,79.1,70.7,77.7,3,15,746,100,100,98.4,16,21,3,933,0,0,932,0,0,0,933,781,781,152
Nick Sink,41523,C,2019,2022,OHIO,12,100,0,259,70.3,82.3,66.1,72.8,2,4,222,100,100,98.6,1,6,0,565,297,265,0,3,0,0,565,235,235,330
Demetrius Knox,46832,G,2018,2019,OHIO STATE,12,100,0,260,70.3,76.5,68.2,72.9,4,8,501,100,100,98.4,4,14,2,939,0,0,0,939,0,0,939,533,533,406
Deonte Brown,41457,G,2018,2021,ALABAMA,11,100,0,103,70.3,70.4,68.9,69.6,1,4,169,100,100,98.5,0,5,0,374,0,337,0,37,0,0,374,173,173,201
Evan Brown,38709,C,2017,2018,SMU,13,100,2,287,70.3,78.7,66.6,73.3,1,7,514,100,100,99.2,4,8,0,967,967,0,0,0,0,0,967,539,539,428
Cody Conway,46284,T,2017,2019,SYRACUSE,12,100,2,304,70.3,79.0,63.7,73.3,2,13,612,100,100,98.1,6,19,4,1038,0,0,1037,0,0,1,1038,652,652,386
John Phillips,39364,G,2017,2020,BOSTON COL,13,100,1,121,70.3,77.1,68.9,72.4,2,11,387,100,100,98.3,4,13,0,936,0,99,2,835,0,0,936,400,400,536
Lanard Bonner,21863,T,2017,2019,ARK STATE,12,100,1,113,70.3,72.7,67.7,70.7,2,20,572,100,100,97.4,4,26,4,991,0,0,0,0,991,0,991,602,602,389
Alex Bars,47018,G,2017,2019,NOTRE DAME,13,100,0,258,70.3,66.3,72.5,69.5,1,9,384,100,100,98.4,5,11,1,830,0,0,0,830,0,0,830,401,401,429
Addison Ooms,28209,C,2016,2019,CAL,12,100,0,130,70.3,85.6,61.7,76.9,1,5,568,100,100,99.1,2,8,2,958,958,0,0,0,0,0,958,609,609,349
Xavier Fields,46824,G,2016,2017,TROY,13,100,0,318,70.3,79.6,69.6,75.1,5,3,400,100,100,98.7,2,9,1,786,0,0,0,785,0,0,786,430,430,356
Jerald Foster,45497,G,2016,2019,NEBRASKA,4,100,0,238,70.3,76.9,71.6,74.6,0,5,156,100.6,100.6,98.4,2,5,0,287,0,287,0,0,0,0,287,163,162,124
Stephen Ericksen,46166,G,2016,2018,AKRON,12,100,0,102,70.3,73.9,68.4,71.7,2,18,454,100,100,97.8,1,20,0,811,0,811,0,0,0,0,811,492,492,319
Jacob Bailey,46086,G,2016,2017,INDIANA,11,100,0,190,70.3,74.8,67.8,71.3,0,4,273,100,100,98.5,0,6,2,567,1,3,0,561,0,0,567,284,284,283
Elijah Wilkinson,46238,T,2016,2017,UMASS,9,99.3,1,216,70.3,73.8,65.2,70.7,1,17,371,98.9,99,96.8,4,21,3,601,0,0,487,0,38,74,605,388,392,213
Jake McMillon,44918,C,2016,2018,TEXAS,8,100,0,311,70.3,71.1,68.7,69.8,0,5,235,100,100,98.5,2,6,1,514,278,149,0,85,0,0,514,246,246,268
Gerard Kough,46110,G,2016,2018,COLORADO,11,100,0,143,70.3,65.7,69.6,67.6,4,15,364,100,100,96.6,2,22,3,742,0,742,0,0,0,0,742,378,378,364
Daquane Wilkie,46860,T,2015,2019,FIU,12,100,0,166,70.3,73.1,66.2,70.5,1,14,454,100,99.8,98.1,2,16,1,756,0,0,0,0,756,0,756,474,475,282
Alec Eberle,28392,C,2015,2019,FLORIDA ST,8,100,0,167,70.3,63.5,75.6,68.8,6,6,216,100,100,97.2,5,12,0,403,403,0,0,0,0,0,403,225,225,178
Tre Robertson,18033,G,2015,2016,E CAROLINA,6,100,0,156,70.3,61.0,73.8,66.2,0,4,169,100,100,97.6,1,6,2,302,0,209,55,38,0,0,302,180,180,122
Siaosi Aiono,16608,C,2014,2016,UTAH,12,99.9,0,328,70.3,82.1,66.8,74.4,1,6,389,100,100,98.6,1,9,2,810,811,0,0,0,0,0,811,404,404,406
Hamani Stevens,14988,G,2014,2015,OREGON,15,100,0,264,70.3,75.7,69.2,72.6,2,11,498,100,100,98.3,5,15,2,1013,214,799,0,0,0,0,1013,523,523,490
Jeremiah Poutasi,9499,T,2014,2015,UTAH,13,100,0,328,70.3,76.7,67.1,71.9,5,11,438,100,100,97.7,6,18,2,911,0,0,910,0,0,0,911,455,455,456
Ben Braden,23112,T,2014,2017,MICHIGAN,12,100,0,222,70.3,75.7,63.1,69.8,2,7,398,100,100,98.1,0,12,3,767,0,0,0,0,767,0,767,410,410,357
Jordan Gray,17094,T,2014,2016,UTSA,12,100,0,331,70.3,66.2,70.2,68.1,2,10,182,100,100,96.2,1,13,1,371,0,0,0,0,359,11,371,194,194,177
Lucas Crowley,12011,C,2014,2017,N CAROLINA,12,100,2,245,70.3,62.0,75.1,67.5,5,17,461,100,100,97.6,8,22,0,827,827,0,0,0,0,0,827,479,479,348
Kaden Sieracki,158571,G,2023,2024,BAYLOR,12,100,0,118,70.2,82.8,66.4,76.5,3,11,380,100,100,97.4,4,17,3,650,0,1,171,450,27,0,650,399,399,251
Marcus Mbow,145113,T,2023,2024,PURDUE,6,100,0,273,70.2,76.4,69.0,73.2,1,9,240,100,100,97.5,4,11,1,446,0,0,0,0,446,0,446,254,254,192
Jared Wilson,146717,C,2023,2024,GEORGIA,9,100,0,173,70.2,70.6,67.1,68.6,0,1,52,100,100,97.1,0,2,1,131,111,2,0,18,0,0,131,57,57,74
Aric Harris,144880,C,2023,2024,MARYLAND,10,100,2,215,70.2,67.3,68.9,67.8,0,8,283,100,100,98.2,2,9,1,449,449,0,0,0,0,0,449,299,299,150
Mason Carlan,157930,T,2023,2024,AIR FORCE,13,100,0,101,70.2,51.6,70.0,66.8,2,2,64,100,100,96.9,1,4,0,390,0,0,73,0,309,8,390,67,67,323
Kevin Davis,60199,G,2022,2023,UTSA,12,100,1,331,70.2,83.1,65.7,75.8,1,6,436,100,100,99,2,8,1,793,0,0,0,792,0,0,793,462,462,331
Brian Dooley,77531,T,2022,2024,E MICHIGAN,12,100,0,160,70.2,74.1,66.6,70.5,5,13,414,100,100,97.3,5,20,2,851,0,0,0,2,848,0,851,445,445,406
Kaden Moore,123357,G,2021,2024,VA TECH,13,100,1,337,70.2,68.7,71.3,70.0,1,6,338,100,100,97.5,5,12,5,725,0,0,0,723,0,0,725,349,349,376
Ben Brown,59869,G,2021,2022,OLE MISS,6,100,1,226,70.2,68.0,69.6,68.7,1,5,225,100,100,98.2,2,7,1,444,0,0,0,444,0,0,444,241,241,203
Ellis McKennie,46811,C,2019,2020,MARYLAND,12,100,1,215,70.2,77.7,64.7,72.2,2,8,350,100,100,98,1,12,2,639,406,0,43,86,102,2,639,369,369,270
Bobby DeHaro,60194,G,2019,2022,UTEP,12,100,0,330,70.2,73.9,68.1,71.1,0,4,381,100,100,98.4,1,8,4,800,0,800,0,0,0,0,800,414,414,386
Jalen Mayfield,81725,T,2019,2020,MICHIGAN,13,100,0,222,70.2,68.8,69.3,69.0,3,23,424,100,100,96.7,3,27,1,851,0,0,0,0,851,0,851,458,458,393
Drew Wilson,41664,T,2019,2021,GA SOUTHRN,13,100,1,174,70.2,56.2,70.4,66.6,2,6,166,100,100,96.4,2,10,2,656,0,0,0,0,656,0,656,177,177,479
Matt Bockhorst,51714,G,2018,2022,CLEMSON,13,100,0,140,70.2,86.0,69.0,75.1,0,0,68,100,100,100,1,0,0,188,0,188,0,0,0,0,188,68,68,120
Jimmy Morrissey,41626,C,2018,2021,PITTSBURGH,11,100,0,268,70.2,68.8,69.3,69.1,2,7,298,100,100,98.5,2,9,0,710,710,0,0,0,0,0,710,313,313,397
Parker Ferguson,81537,T,2018,2021,AIR FORCE,12,100,1,101,70.2,75.2,66.8,68.7,2,3,151,100,100,97.7,2,6,1,720,0,0,656,0,63,1,720,160,160,560
Andrew Wood,46990,T,2018,2019,NAVY,13,100,0,237,70.2,66.1,68.1,67.7,1,9,134,100,100,96.3,3,10,0,747,0,0,35,0,711,0,747,142,142,605
Archie Lewis,46294,T,2017,2018,BOISE ST,12,100,0,120,70.2,78.3,65.5,72.4,2,12,427,100,100,98.1,5,15,1,827,0,0,0,0,824,1,827,447,447,380
Preston Brooksby,39156,T,2017,2018,UTAH ST,9,100,0,329,70.2,78.6,64.1,70.1,0,3,86,100,100,98.3,0,3,0,211,0,0,38,0,173,0,211,88,88,123
Alex Bookser,46672,G,2016,2019,PITTSBURGH,13,100,0,268,70.2,89.3,70.2,78.8,0,7,371,100,100,99.1,8,7,0,887,0,0,0,886,0,0,887,400,400,487
Jimmy Lowery,46890,T,2016,2017,BOSTON COL,13,100,0,121,70.2,88.4,65.5,75.9,0,6,373,100,100,98.4,9,9,3,854,0,0,1,0,848,5,854,389,389,465
Shakir Carr,46031,G,2016,2019,C MICHIGAN,11,100,0,134,70.2,70.3,68.9,69.7,1,13,366,100,100,97.3,2,17,3,648,0,648,0,0,0,0,648,388,388,260
James Cruise,46583,G,2016,2017,FIU,9,100,0,166,70.2,67.2,70.4,68.7,0,2,68,100,100,98.5,0,2,0,135,0,64,0,71,0,0,135,72,72,63
Tyler Catalina,12300,T,2016,2017,GEORGIA,13,100,0,173,70.2,64.8,70.8,68.0,2,19,389,100,100,96,4,26,5,891,0,0,887,0,3,1,891,411,411,480
Devonte Danzey,17676,C,2015,2016,AUBURN,7,100,0,115,70.2,78.5,67.2,71.6,0,2,128,100,100,99.2,2,2,0,345,223,49,0,73,0,0,345,133,133,212
Drew Clarkson,29800,G,2015,2016,OREGON ST,9,100,0,265,70.2,64.3,73.3,68.5,2,6,183,100,100,97.8,2,8,0,377,0,377,0,0,0,0,377,199,199,178
Jake Fisher,9486,T,2014,2015,OREGON,13,100,1,264,70.2,71.1,72.8,71.9,3,10,410,100,100,98.2,9,14,1,840,0,0,840,0,0,0,840,433,433,407
Willie Beavers,10755,T,2014,2016,W MICHIGAN,13,100,0,347,70.2,75.4,68.2,71.9,5,13,423,100,100,97.9,2,18,0,862,0,0,860,0,0,2,862,438,438,424
Tommy Stephens,13436,G,2014,2015,TROY,12,100,0,318,70.2,72.8,70.3,71.7,1,7,299,100,100,98.3,4,9,1,572,0,0,0,572,0,0,572,310,310,262
Reno Henderson,46277,T,2014,2017,NEW MEXICO,12,100,0,241,70.2,79.2,67.9,70.7,1,3,174,100,100,98.3,4,5,1,753,0,0,753,0,0,0,753,184,184,569
Dustin Stanton,46857,T,2014,2017,OREGON ST,7,100,0,265,70.2,68.9,70.9,69.6,4,9,274,100,100,96.2,2,17,4,436,0,0,0,0,436,0,436,288,288,148
Jacob Spomer,163415,T,2023,2024,FRESNO ST,10,100,0,169,70.1,75.4,63.0,70.9,1,7,391,100,100,98.5,2,10,2,641,0,0,640,0,0,1,641,407,407,234
Darnell Wright,98480,T,2022,2023,TENNESSEE,12,100,0,307,70.1,81.2,62.9,73.3,2,5,426,100,100,99.2,3,7,0,829,0,0,0,0,826,3,829,471,471,358
Ryan Walk,60011,G,2022,2023,OREGON,11,100,0,264,70.1,77.8,66.9,72.7,3,6,290,100,100,98.4,1,9,0,573,82,198,0,282,11,0,573,304,304,269
James Empey,51995,C,2021,2022,BYU,7,100,0,128,70.1,89.3,67.0,78.6,0,0,202,100,100,99,4,2,2,408,408,0,0,0,0,0,408,213,213,195
Jackson Powers-Johnson,146550,G,2021,2024,OREGON,7,100,0,264,70.1,85.9,68.4,77.7,0,1,62,100,100,99.2,1,1,0,126,20,26,0,80,0,0,126,67,67,59
John Ojukwu,58530,T,2021,2023,BOISE ST,12,100,0,120,70.1,81.6,60.1,72.0,3,13,459,100,100,97.4,1,20,4,875,0,0,869,3,0,3,875,484,484,391
Dawson Deaton,60131,C,2021,2022,TEXAS TECH,11,100,0,315,70.1,72.6,69.5,71.2,2,2,354,100,100,99.2,4,5,1,677,677,0,0,0,0,0,677,378,378,299
Will Rykard,97849,C,2021,2023,UAB,9,100,0,321,70.1,69.9,67.2,68.5,0,5,171,100,100,98,1,6,1,377,377,0,0,0,0,0,377,181,181,196
Shea Baker,52215,C,2021,2023,RICE,12,100,1,275,70.1,64.1,72.8,68.4,1,6,400,100,100,98.6,7,9,2,849,664,0,0,184,0,0,849,426,426,423
Brodarious Hamm,58518,T,2021,2022,AUBURN,12,100,0,115,70.1,69.2,66.0,67.8,3,18,452,100,100,97.7,1,21,0,820,0,0,0,0,819,1,820,473,473,347
Timothy McKay,98249,T,2021,2024,NC STATE,12,100,0,248,70.1,57.3,75.5,65.3,1,7,169,100,100,94.7,1,13,5,313,0,0,0,0,313,0,313,176,176,137
Ryan Walk,60011,G,2020,2023,OREGON,7,100,0,264,70.1,67.6,69.6,68.6,3,6,184,100,100,97.6,1,9,0,361,0,54,0,307,0,0,361,188,188,173
Austin Dotson,60804,G,2020,2022,KENTUCKY,11,100,0,202,70.1,48.9,78.2,64.7,2,6,169,100,100,95.9,4,11,3,397,0,0,0,394,2,0,397,183,183,214
Tyler Mitchell,26880,G,2019,2020,KANSAS ST,13,100,0,199,70.1,86.0,66.9,75.8,1,8,360,100,100,98.7,4,9,0,809,0,0,0,797,12,0,809,376,376,433
Chris Hughes,23029,G,2019,2021,KANSAS,12,100,0,198,70.1,77.2,67.0,72.7,3,6,244,100,100,98.2,0,9,0,466,0,1,0,465,0,0,466,261,261,205
Trey Adams,46310,T,2019,2020,WASHINGTON,12,100,0,340,70.1,71.3,70.0,70.7,5,10,396,100,100,97.3,6,18,3,795,0,0,784,0,0,10,795,415,415,380
Isaac Moore,77495,T,2019,2023,TEMPLE,13,100,2,306,70.1,70.6,67.9,69.4,2,10,506,100,100,98.2,6,15,3,957,0,0,957,0,0,0,957,531,531,426
C.J. Thorpe,60018,G,2019,2021,PENN STATE,13,100,0,266,70.1,44.4,77.1,60.7,5,5,218,100,100,96.8,4,12,2,450,0,18,0,432,0,0,450,226,226,224
Markus Boyer,59698,C,2018,2019,FRESNO ST,14,100,0,169,70.1,76.6,67.0,72.1,5,9,482,100,100,98.3,5,15,1,931,611,1,0,319,0,0,931,499,499,432
Trey Adams,46310,T,2017,2020,WASHINGTON,7,99.7,0,340,70.1,75.8,67.2,72.1,1,6,199,99.5,99.5,97.7,4,8,1,366,0,0,357,0,0,10,367,210,211,156
Damian Prince,46897,T,2017,2019,MARYLAND,11,100,1,215,70.1,80.1,63.0,72.0,2,4,318,100,100,98.4,3,8,2,653,0,0,0,0,653,0,653,342,342,311
Terence Steele,39461,T,2017,2020,TEXAS TECH,13,99.8,0,315,70.1,78.5,61.5,71.9,2,19,580,99.7,99.7,97.8,1,23,2,1001,0,0,3,0,997,2,1003,611,613,390
Tyler Roemer,45388,T,2017,2019,S DIEGO ST,13,100,0,284,70.1,56.8,74.6,67.6,4,12,311,100,100,96.5,8,19,3,828,0,0,827,0,0,1,828,327,327,501
Deyshawn Bond,12120,C,2016,2017,CINCINNATI,12,100,0,138,70.1,78.7,65.4,73.3,1,10,504,100,100,98.9,1,11,0,874,874,0,0,0,0,0,874,518,518,356
Dylan Wiesman,46696,C,2016,2017,TENNESSEE,10,100,0,307,70.1,81.2,64.5,72.7,1,6,259,100,100,98.3,0,8,1,547,338,0,0,209,0,0,547,268,268,279
Christian DiLauro,46976,T,2016,2018,ILLINOIS,12,100,2,187,70.1,66.3,70.2,68.0,3,20,393,100.3,100.2,96.3,3,26,3,726,0,0,268,0,458,0,726,411,410,315
Jake Raulerson,38313,G,2016,2018,ARKANSAS,11,100,0,111,70.1,54.5,78.5,66.0,6,18,289,100,100,94.8,6,27,3,600,32,0,0,568,0,0,600,312,312,288
Joe Anderson,46742,G,2016,2019,OHIO,14,100,0,259,70.1,62.4,67.9,64.8,6,5,205,100,100,97.3,1,11,0,379,22,169,0,188,0,0,379,215,215,164
Ryan Mullen,46751,G,2015,2016,MIAMI OH,6,100,0,221,70.1,79.4,67.3,72.8,0,0,53,100,100,98.1,0,1,1,118,10,7,0,101,0,0,118,54,54,64
Jack English,46367,T,2015,2018,VIRGINIA,9,99.8,0,335,70.1,75.2,67.5,71.7,1,12,262,99.6,99.6,96.8,2,15,2,503,0,0,498,0,0,5,504,275,276,228
Connor Mayes,46093,G,2015,2017,MINNESOTA,11,100,0,225,70.1,67.7,70.4,69.0,4,7,297,100,100,98.1,1,11,0,587,0,0,0,587,0,0,587,308,308,279
Ike Boettger,46918,T,2015,2017,IOWA,7,100,0,192,70.1,68.0,69.0,68.5,2,9,178,100,100,96.3,2,12,1,359,0,0,0,0,353,6,359,185,185,174
Austin Pratt,46043,G,2015,2018,UTSA,11,100,2,331,70.1,63.5,72.8,68.0,4,7,291,101,101,97.8,6,12,1,601,366,235,0,0,0,0,601,307,304,294
Jon Heck,46979,T,2014,2017,N CAROLINA,11,100,0,245,70.1,76.0,63.1,70.5,3,11,432,100,100,98.4,2,14,0,798,0,0,0,0,794,4,798,455,455,343
Ross Burbank,11350,C,2014,2016,VIRGINIA,12,100,0,335,70.1,69.5,69.4,69.5,3,9,404,100,100,98.5,3,12,0,763,735,8,0,20,0,0,763,427,427,336
Will Corbin,10179,T,2014,2015,APP STATE,10,100,0,108,70.1,60.5,73.4,67.9,2,6,107,100,100,96.3,2,8,0,287,0,0,0,0,287,0,287,122,122,165
Kyle Hergel,87427,G,2022,2024,TEXAS ST,12,100,0,314,70.0,82.9,66.6,76.4,0,7,491,100,100,98.9,5,9,2,850,0,1,0,845,1,2,850,510,510,340
Aric Harris,144880,C,2022,2024,MARYLAND,6,100,0,215,70.0,79.1,63.8,73.6,0,1,65,100,100,97.7,2,2,1,105,105,0,0,0,0,0,105,67,67,38
Sedrick Van Pran-Granger,124042,C,2021,2024,GEORGIA,15,100,0,173,70.0,76.7,68.5,72.6,0,8,410,100,100,98.8,5,9,1,881,881,0,0,0,0,0,881,437,437,444
Dennis Bardwell,59720,T,2021,2022,HOUSTON,14,100,0,182,70.0,72.5,64.2,68.9,5,21,524,100,100,96.4,1,32,6,961,0,0,0,0,961,0,961,549,549,412
Ben Dooley,101247,G,2021,2024,BOISE ST,12,100,0,120,70.0,43.3,80.0,60.1,10,11,463,100,100,96.9,5,25,4,900,0,0,3,610,285,2,900,488,488,412
Paul Maile,82512,C,2021,2024,UTAH,5,100,0,328,70.0,43.6,72.6,59.7,0,1,118,100,100,99.6,1,1,0,280,221,0,0,59,0,0,280,125,125,155
Daishawn Dixon,37289,G,2019,2020,S DIEGO ST,13,100,1,284,70.0,79.6,66.2,72.8,2,7,423,100,100,98.9,3,9,0,890,0,889,0,0,0,0,890,439,439,451
Shacquille Williams,55179,G,2019,2020,FIU,12,100,0,166,70.0,71.8,71.1,71.4,1,4,157,100,100,97.8,2,6,1,358,0,34,0,306,18,0,358,161,161,197
Steven Miller,25508,T,2019,2020,ARIZONA ST,13,100,2,110,70.0,71.9,68.9,70.7,3,14,418,100,100,97,6,21,4,742,0,0,2,0,739,1,742,444,444,298
Jaxson Deaton,40011,G,2019,2020,ARMY,13,100,0,114,70.0,62.5,70.4,69.1,4,2,93,100,100,96.8,5,6,0,604,0,582,0,21,0,0,604,100,100,504
Lanard Bonner,21863,T,2018,2019,ARK STATE,13,99.9,2,113,70.0,78.9,65.1,72.6,5,6,518,99.8,99.8,98.7,7,12,1,1006,0,0,1005,0,1,0,1007,545,546,461
Ka'John Armstrong,46148,T,2018,2019,E MICHIGAN,13,100,0,160,70.0,77.2,64.2,71.5,0,6,203,100,100,98.5,2,6,0,377,0,0,376,0,0,0,377,212,212,165
D'Antne Demery,81644,T,2018,2020,FIU,11,100,0,166,70.0,67.5,68.3,67.9,4,7,232,100,100,96.8,2,13,2,502,0,0,498,0,0,2,502,242,242,260
Gus Lavaka,41803,G,2017,2020,OREGON ST,12,99.9,1,265,70.0,79.8,66.4,73.5,1,7,395,99.7,99.8,98.7,5,9,1,785,0,785,0,0,0,1,786,415,416,370
Clayton Bradley,82008,T,2017,2022,USC,9,100,0,326,70.0,76.0,63.6,70.3,1,3,132,100,100,98.5,0,4,0,249,0,0,14,0,235,0,249,135,135,114
Alaric Jackson,40972,T,2017,2021,IOWA,12,99.9,0,192,70.0,71.1,69.4,70.2,2,15,370,99.7,99.7,97.2,4,19,2,794,0,0,790,0,3,2,795,385,386,409
Nathan Eldridge,45657,C,2017,2022,ARIZONA,13,100,1,109,70.0,72.2,67.8,69.5,1,6,338,100,100.3,98.7,2,8,1,912,912,0,0,0,0,0,912,361,360,551
James Davis,60147,T,2017,2019,UAB,13,99.9,1,321,70.0,70.5,67.4,68.8,4,13,381,99.7,99.8,97.2,3,19,2,891,0,0,889,0,1,0,892,401,402,490
Jared McCray,46260,T,2017,2018,OHIO,6,100,0,259,70.0,58.3,70.5,64.8,2,5,121,100,100,95.5,0,9,2,282,0,0,0,0,280,0,282,131,131,151
Brandon Fanaika,46042,G,2017,2019,STANFORD,13,100,0,300,70.0,53.1,74.3,63.6,3,2,172,100,100,98,2,6,1,365,0,189,0,174,0,2,365,185,185,180
Joe Gibson,45583,C,2016,2017,KANSAS,6,100,0,198,70.0,81.3,64.4,75.2,1,3,252,100,100,98.8,1,5,1,410,410,0,0,0,0,0,410,262,262,148
Evan Goodman,12275,T,2016,2017,ARIZONA ST,12,100,1,110,70.0,83.6,56.5,72.4,5,9,512,100,100,97.9,2,18,4,919,0,0,919,0,0,0,919,540,540,379
Alex Kozan,46038,G,2016,2017,AUBURN,13,100,3,115,70.0,71.7,68.9,70.0,3,13,329,100,100,97.6,6,16,0,884,0,883,0,0,0,0,884,345,345,539
Michael Wilson,13099,G,2015,2017,OKLA STATE,13,100,1,262,70.0,72.5,67.5,70.6,5,10,556,100,100,98.3,5,17,2,940,0,939,0,0,0,1,940,576,576,364
Sterling Korona,46993,T,2015,2017,DUKE,6,100,0,154,70.0,66.9,67.7,67.5,0,2,31,100,100,96.8,0,2,0,109,0,0,72,0,37,0,109,34,34,75
Reggie Bain,28501,T,2015,2019,FAU,12,100,0,165,70.0,58.8,74.2,66.4,2,20,392,100.3,100.2,96.4,6,25,3,817,0,0,808,0,0,9,817,414,413,403
Deyshawn Bond,12120,C,2014,2017,CINCINNATI,11,100,1,138,70.0,82.9,63.7,74.9,1,6,360,100,100,99,1,7,0,656,656,0,0,0,0,0,656,382,382,274
Mike Smithburg,15862,G,2014,2015,KANSAS,11,100,0,198,70.0,78.9,67.0,73.1,2,10,382,100,100,98.4,3,12,0,758,0,259,0,499,0,0,758,390,390,368
Cameron Blankenship,17372,G,2014,2016,UAB,11,100,0,321,70.0,74.3,67.2,70.3,3,5,333,100,100,98.5,1,9,1,804,0,0,1,796,7,0,804,350,350,454
Jake Bernstein,11175,G,2014,2016,VANDERBILT,12,100,0,333,70.0,65.9,73.8,69.5,7,5,350,100,100,98.3,3,12,0,689,0,689,0,0,0,0,689,375,375,314
Omari Palmer,17221,T,2014,2016,SYRACUSE,10,100,0,304,70.0,65.5,73.8,69.0,3,14,308,100,100,96.3,3,20,3,562,0,92,0,54,415,1,562,322,322,240
Chris Hawkins,13434,T,2014,2015,TROY,12,100,0,318,70.0,59.8,69.9,65.3,2,5,125,100,100,96.4,0,8,1,283,0,0,73,0,210,0,283,129,129,154
D'Mitri Emmanuel,59657,G,2023,2024,FLORIDA ST,14,100,0,167,69.9,86.0,63.7,76.8,0,3,343,100,100,99,1,5,2,617,0,185,0,431,0,1,617,362,362,255
Donovan Jackson,145064,G,2023,2024,OHIO STATE,13,100,0,260,69.9,72.7,67.3,70.2,1,8,427,100,100,98.7,0,10,1,825,0,825,0,0,0,0,825,443,443,382
Ethan Jackman,145974,G,2023,2024,AIR FORCE,13,100,0,101,69.9,59.4,69.4,67.8,0,0,82,100,100,98.8,1,1,1,545,0,0,0,544,0,0,545,89,89,456
Matt Carrick,57101,G,2022,2023,MICH STATE,9,100,0,223,69.9,79.7,67.8,74.9,0,4,197,100,100,98.5,2,5,1,355,0,0,0,355,0,0,355,211,211,144
Nolan Potter,77521,T,2022,2024,N ILLINOIS,11,100,0,254,69.9,68.2,66.4,67.2,2,13,296,100,100,96.8,0,17,2,679,0,0,0,0,679,0,679,310,310,369
James Magee,59827,G,2021,2022,MARSHALL,9,100,0,214,69.9,75.2,69.6,72.7,0,3,270,100,100,99.1,5,4,1,507,10,402,0,95,0,0,507,284,284,223
Kade Parmelly,58446,G,2021,2022,DUKE,12,100,0,154,69.9,70.2,68.6,69.3,0,4,150,100,100,98.7,0,4,0,352,6,272,0,71,0,0,352,161,161,191
Bryson Speas,59937,T,2021,2023,NC STATE,12,100,1,248,69.9,63.3,70.3,65.9,1,13,320,100,100,96.6,1,18,4,537,0,0,10,0,527,0,537,337,337,200
Bryce Harris,36827,C,2020,2022,TOLEDO,6,100,0,316,69.9,78.6,66.6,73.6,1,8,256,100,100,97.9,2,10,1,468,468,0,0,0,0,0,468,272,272,196
Tyler Witt,40256,G,2020,2022,W KENTUCKY,12,100,1,346,69.9,74.0,68.0,71.4,1,11,398,100,100,98,3,14,2,725,0,725,0,0,0,0,725,411,411,314
Frank Fillip,81624,T,2020,2023,COLORADO,6,100,0,143,69.9,70.4,67.2,68.6,2,5,198,100,100,97.7,1,8,1,470,0,0,0,0,470,0,470,211,211,259
